ID,Paper Title,Publication Year,Author Keywords,Article Citation Count,Authors with Affiliations
771,Search-based Diverse Sampling from Real-world Software Product Lines,2022,Software product lines;diverse sampling;novelty search;distance metric,4,"Y. Xiang (South China University of Technology, Guangzhou, China); H. Huang (South China University of Technology, Guangzhou, China); Y. Zhou (School of Computer Science and Engineering, Sun Yat-Sen University, Guangzhou, China); S. Li (South China University of Technology, Guangzhou, China); C. Luo (Microsoft Research, Beijing, China); Q. Lin (Microsoft Research, Beijing, China); M. Li (University of Birmingham, Birmingham, UK); X. Yang (South China University of Technology, Guangzhou, China)"
772,Semantic Image Fuzzing of AI Perception Systems,2022,semantic fuzzing;autonomous systems;perception,2,"T. Woodlief (University of Virginia, Charlottesville, Virginia, USA); S. Elbaum (University of Virginia, Charlottesville, Virginia, USA); K. Sullivan (University of Virginia, Charlottesville, Virginia, USA)"
773,ShellFusion: Answer Generation for Shell Programming Tasks via Knowledge Fusion,2022,Shell Programming;Answer Generation;Knowledge Fusion,1,"N. Zhang (School of Software Engineering, Sun Yat-sen University, China); C. Liu (School of Big Data and Software Engineering, Chongqing University, China); X. Xia (Software Engineering Application Technology Lab, Huawei, China); C. Treude (School of Computing and Information Systems, University of Melbourne, australia); Y. Zou (Department of Electrical and Computer Engineering, Queen's University, Canada); D. Lo (School of Information Systems, Singapore Management University, Singapore); Z. Zheng (School of Software Engineering, Sun Yat-sen University, China)"
774,SnR: Constraint-Based Type Inference for Incomplete Java Code Snippets,2022,type inference;constraint satisfaction;automated repair;datalog,7,"Y. Dong (David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada); T. Gu (Alibaba Group, China); Y. Tian (David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada); C. Sun (David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Ontario, Canada)"
775,Social Science Theories in Software Engineering Research,2022,software engineering;theory;social science,1,"T. Lorey (Department of Computer Science, University of Innsbruck, Innsbruck, AUSAtria); P. Ralph (Faculty of Computer Science, DalhoUSAie University, Halifax, Canada); M. Felderer (Department of Computer Science, University of Innsbruck, Innsbruck, AUSAtria)"
776,SPT-Code: Sequence-to-Sequence Pre-Training for Learning Source Code Representations,2022,pre-training;code representation learning;sequence-to-sequence,11,"C. Niu (state key laboratory for novel software technology, nanjing university, China); C. Li (state key laboratory for novel software technology, nanjing university, China); V. Ng (Human Language Technology Research Institute University of Texas at Dallas, Richardson, Texas, USA); J. Ge (state key laboratory for novel software technology, nanjing university, China); L. Huang (Dept. of Computer Science, Southern Methodist University, Dallas, Texas, USA); B. Luo (state key laboratory for novel software technology, nanjing university, China)"
777,Static Inference Meets Deep learning: A Hybrid Type Inference Approach for Python,2022,Type Inference;AI For SE;Static Analysis,1,"Y. Peng (The Chinese University of Hong Kong, Hong Kong, China); C. Gao (Harbin Institute of Technology, Shenzhen, China); Z. Li (Harbin Institute of Technology, Shenzhen, China); B. Gao (Harbin Institute of Technology, Shenzhen, China); D. Lo (Singapore Management University, Singapore); Q. Zhang (Georgia Institute of Technology, United States); M. Lyu (The Chinese University of Hong Kong, Hong Kong, China)"
778,Static Stack-Preserving Intra-Procedural Slicing of WebAssembly Binaries,2022,Static program slicing;WebAssembly;Binary analysis,2,"Q. StiÃƒÂ©venart (Vrije Universiteit BrUSAsel, BrUSAsels, Belgium); D. W. Binkley (Loyola University Maryland, Baltimore, MD, USA); C. De Roover (Vrije Universiteit BrUSAsel, BrUSAsels, Belgium)"
779,Striking a Balance: Pruning False-Positives from Static Call Graphs,2022,Static Analysis;Machine learning classification;Call graphs,1,"A. Utture (University of California, Los Angeles, U.S.A.); S. Liu (University of California, Los Angeles, U.S.A.); C. G. Kalhauge (DTU, Denmark); J. Palsberg (University of California, Los Angeles, U.S.A.)"
780,SugarC: Scalable Desugaring of Real-World Preprocessor Usage into Pure C,2022,C preprocessor;syntax-directed translation;desugaring,1,"Z. Patterson (The University of Texas at Dallas, USA); Z. Zhang (The University of Texas at Dallas, USA); B. Pappas (University of Central Florida, USA); S. Wei (The University of Texas at Dallas, USA); P. Gazzillo (University of Central Florida, USA)"
781,SYMTUNER: Maximizing the Power of Symbolic Execution by Adaptively Tuning External Parameters,2022,Symbolic Execution;Software Testing,0,"S. Cha (Sungkyunkwan University, Republic of Korea); M. Lee (Korea University, Republic of Korea); S. Lee (Korea University, Republic of Korea); H. Oh (Korea University, Republic of Korea)"
782,Testing Time Limits in Screener Questions for Online Surveys with Programmers,2022,Developer Study;Methodology Developer Studies,2,"A. Danilova (University of Bonn); S. Horstmann (University of Bonn); M. Smith (Fraunhofer FKIE, University of Bonn); A. Naiakshina (University of Bonn)"
783,"The Art and Practice of Data Science Pipelines: A Comprehensive Study of Data Science Pipelines In Theory, In-The-Small, and In-The-Large",2022,data science pipelines;data science processes;descriptive;predictive,5,"S. Biswas (Iowa State University, Ames, IA, USA); M. Wardat (Iowa State University, Ames, IA, USA); H. Rajan (Iowa State University, Ames, IA, USA)"
784,The Extent of Orphan Vulnerabilities from Code Reuse in Open Source Software,2022,code reuse;CVE;security vulnerabilities;git,1,"D. Reid (University of Tennessee, Knoxville, TN, USA); M. Jahanshahi (University of Tennessee, Knoxville, TN, USA); A. MockUSA (University of Tennessee, Knoxville, TN, USA)"
785,"This is damn slick!"" estimating the impact of tweets on open source project popularity and new contributors",2022,Open source software;GitHub;Twitter;Promotion,4,"H. Fang (Carnegie Mellon University, USA); H. Lamba (Carnegie Mellon University, USA); J. Herbsleb (Carnegie Mellon University, USA); B. Vasilescu (Carnegie Mellon University, USA)"
786,TOGA: A Neural Method for Test Oracle Generation,2022,Testing;transformers;machine learning;language models;test oracles;software testing,5,E. Dinella (University of Pennsylvania); G. Ryan (Columbia University); T. Mytkowicz (Microsoft Research); S. K. Lahiri (Microsoft Research)
787,Towards Automatically Repairing Compatibility Issues in Published Android Apps,2022,Android;Compatibility Issue;Automated Program Repair,3,"Y. Zhao (Monash University, Melbourne, australia); L. Li (Monash University, Melbourne, australia); K. Liu (Huawei, Hangzhou, China); J. Grundy (Monash University, Melbourne, australia)"
788,Towards Bidirectional Live Programming for Incomplete Programs,2022,live programming;bidirectional evaluation;direct manipulation;hole bindings;hole closures,2,"X. Zhang (Key Laboratory of High Confidence Software Technologies, MoE School of Computer Science, Peking University); Z. Hu (Key Laboratory of High Confidence Software Technologies, MoE School of Computer Science, Peking University)"
789,Towards Boosting Patch Execution On-the-Fly,2022,debugging; testing; validation,5,"S. Benton (University of Texas at Dallas); Y. Xie (Tsinghua University); L. Lu (Southern University of Science and Technology); M. Zhang (Meta Platforms, Inc.); X. Li (Kennesaw State University); L. Zhang (University of Illinois at Urbana-Champaign)"
790,Towards language-independent Brown Build Detection,2022,Brown Build;Build automation;Continuous integration;Classification;Concept drift,4,"D. Olewicki (Polytechnique MontrÃƒÂ©al, MontrÃƒÂ©al, Canada); M. Nayrolles (Ubisoft MontrÃƒÂ©al, MontrÃƒÂ©al, Canada); B. Adams (Queen's University, Kingston, Canada)"
791,Towards Practical Robustness Analysis for DNNs based on PAC-Model Learning,2022,neural networks;PAC-model robustness;model learning;scenario optimization,10,"R. Li (SKLCS, Institute of Software, CAS, University of Chinese Academy of Sciences, China); P. Yang (SKLCS, Institute of Software, CAS, China); C. -C. Huang (Pazhou Lab, Nanjing Institute of Software Technology, ISCAS, China); Y. Sun (Queen's University Belfast, United Kingdom); B. Xue (SKLCS, Institute of Software, CAS, University of Chinese Academy of Sciences, China); L. Zhang (SKLCS, Institute of Software, CAS, University of Chinese Academy of Sciences, China)"
792,Towards Training Reproducible Deep Learning Models,2022,Artificial Intelligence;Deep Learning;Software Engineering;Reproducibility,1,"B. Chen (Centre for Software Excellence, Huawei Canada, Kingston, Canada); M. Wen (Huawei Technologies, Shenzhen, China); Y. Shi (Huawei Technologies, Shenzhen, China); D. Lin (Centre for Software Excellence, Huawei Canada, Kingston, Canada); G. K. Rajbahadur (Centre for Software Excellence, Huawei Canada, Kingston, Canada); Z. M. Jiang (York University, Toronto, Canada)"
793,Training Data Debugging for the Fairness of Machine Learning Software,2022,Debugging;Fairness;ML Software;Training Data,2,"Y. Li (State Key Laboratory for Novel Software Technology, Nanjing University, China); L. Meng (State Key Laboratory for Novel Software Technology, Nanjing University, China); L. Chen (State Key Laboratory for Novel Software Technology, Nanjing University, China); L. Yu (State Key Laboratory for Novel Software Technology, Nanjing University, China); D. Wu (Momenta, Suzhou, China); Y. Zhou (State Key Laboratory for Novel Software Technology, Nanjing University, China); B. Xu (State Key Laboratory for Novel Software Technology, Nanjing University, China)"
794,Trust Enhancement Issues in Program Repair,2022,program repair,6,"Y. Noller (National University of Singapore, Singapore); R. Shariffdeen (National University of Singapore, Singapore); X. Gao (National University of Singapore, Singapore); A. Roychoudhury (National University of Singapore, Singapore)"
795,Type4Py: Practical Deep Similarity Learning-Based Type Inference for Python,2022,Type Inference;Similarity Learning;Machine Learning;Mean Reciprocal Rank;Python,8,"A. M. Mir (Delft University of Technology, Delft, The Netherlands); E. LatoÃ…Â¡kinas (Delft University of Technology, Delft, The Netherlands); S. Proksch (Delft University of Technology, Delft, The Netherlands); G. GoUSAios (Meta, Menlo Park, USA)"
796,Unleashing the Power of Compiler Intermediate Representation to Enhance Neural Program Embeddings,2022,program embedding;deep learing;compiler technique,2,"Z. Li (The Hong Kong University of Science and Technology, Hong Kong SAR); P. Ma (The Hong Kong University of Science and Technology, Hong Kong SAR); H. Wang (The Hong Kong University of Science and Technology, Hong Kong SAR); S. Wang (The Hong Kong University of Science and Technology, Hong Kong SAR); Q. Tang (Tencent Security Keen Lab, China); S. Nie (Tencent Security Keen Lab, China); S. Wu (Tencent Security Keen Lab, China)"
797,Use of Test Doubles in Android Testing: An In-Depth Investigation,2022,Test mocking;mobile apps;software environment,2,"M. Fazzini (University of Minnesota, Minneapolis, MN, USA); C. Choi (University of Minnesota, Minneapolis, MN, USA); J. M. Copia (IMDEA Software Institute, Madrid, Spain); G. Lee (University of Minnesota, Minneapolis, MN, USA); Y. Kakehi (Georgia Institute of Technology, Atlanta, GA, USA); A. Gorla (IMDEA Software Institute, Madrid, Spain); A. Orso (Georgia Institute of Technology, Atlanta, GA, USA)"
798,Using Deep Learning to Generate Complete Log Statements,2022,Logging;Empirical Study;Machine Learning on Code,5,"A. Mastropaolo (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); L. Pascarella (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); G. Bavota (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland)"
799,Using Pre-Trained Models to Boost Code Review Automation,2022,Code Review;Empirical Study;Machine Learning on Code,11,"R. Tufano (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); S. Masiero (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); A. Mastropaolo (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); L. Pascarella (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); D. Poshyvanyk (SEMERU @ Computer Science Department, William and Mary, USA); G. Bavota (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland)"
800,Using Reinforcement Learning for Load Testing of Video Games,2022,Reinforcement Learning;Load Testing,8,"R. Tufano (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); S. Scalabrino (STAKE Lab, University of Molise, Italy); L. Pascarella (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); E. Aghajani (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland); R. Oliveto (STAKE Lab, University of Molise, Italy); G. Bavota (SEART @ Software Institute, Universita della Svizzera italiana, Switzerland)"
801,Utilizing Parallelism in Smart Contracts on Decentralized Blockchains by Taming Application-Inherent Conflicts,2022,blockchain;distributed ledgers;smart contracts;parallel execution;optimistic concurrency;deterministic concurrency,4,"P. Garamvolgyi (Shanghai Tree-Graph Blockchain Research Institute, Shanghai, China); Y. Liu (Duke University, Durham, North Carolina, USA); D. Zhou (Tsinghua University, Beijing, China); F. Long (University of Toronto Toronto, Canada Shanghai Tree-Graph Blockchain Research Institute, Shanghai, China); M. Wu (Shanghai Tree-Graph Blockchain Research Institute, Shanghai, China)"
802,VarCLR: Variable Semantic Representation Pre-training via Contrastive Learning,2022,machine learning; debugging; repositories,3,Q. Chen (Carnegie Mellon University); J. Lacomis (Carnegie Mellon University); E. J. Schwartz (Carnegie Mellon University Software Engineering Institute); G. Neubig (Carnegie Mellon University); B. Vasilescu (Carnegie Mellon University); C. L. Goues (Carnegie Mellon University)
803,Verification of ORM-based Controllers by Summary Inference,2022,program analysis;database applications;relational algebra,1,"G. Chawla (Indian Institute of Science, Bangalore, India); N. Aman (Indian Institute of Science, Bangalore, India); R. Komondoor (Indian Institute of Science, Bangalore, India); A. Bokil (Indian Institute of Science, Bangalore, India); N. Kharat (Indian Institute of Science, Bangalore, India)"
804,V-SZZ: Automatic Identification of Version Ranges Affected by CVE Vulnerabilities,2022,SZZ;Vulnerability;CVE,3,"L. Bao (Zhejiang University, China); X. Xia (Huawei, China); A. E. Hassan (Queen's University, Canada); X. Yang (Zhejiang University, China)"
805,VulCNN: An Image-inspired Scalable Vulnerability Detection System,2022,Vulnerability Detection;CNN;Large Scale;Image,6,"Y. Wu (Huazhong University of Science and Technology, China); D. Zou (Huazhong University of Science and Technology, China); S. Dou (Fudan University, China); W. Yang (University of Texas at Dallas, United States); D. Xu (Huazhong University of Science and Technology, China); H. Jin (Huazhong University of Science and Technology, China)"
806,What Do They Capture? - A Structural Analysis of Pre-Trained Language Models for Source Code,2022,Code representation;deep learning;pre-trained language model;probing;attention analysis;syntax tree induction,2,"Y. Wan (School of Computer Science and Technology, Huazhong University of Science and Technology, China); W. Zhao (School of Computer Science and Technology, Huazhong University of Science and Technology, China); H. Zhang (University of Newcastle, australia); Y. Sui (School of Computer Science, University of Technology Sydney, australia); G. Xu (School of Computer Science, University of Technology Sydney, australia); H. Jin (School of Computer Science and Technology, Huazhong University of Science and Technology, China)"
807,What Makes a Good Commit Message?,2022,Commit-based software development;open collaboration;commit message quality,7,"Y. Tian (Beijing Institute of Technology, Beijing, China); Y. Zhang (Beijing Institute of Technology, Beijing, China); K. -J. Stol (University College Cork and Lero, School of Computer Science and IT, Cork, Ireland); L. Jiang (Beijing Institute of Technology, Beijing, China); H. Liu (Beijing Institute of Technology, Beijing, China)"
808,What Makes Effective Leadership in Agile Software Development Teams?,2022,agile methods;leadership;management;culture,1,"L. Gren (Volvo Cars and Chalmers | University of Gothenburg, Gothenburg, Sweden); P. Ralph (DalhoUSAie University, Halifax, Canada)"
809,What the Fork? Finding Hidden Code Clones in npm,2022,code clone;clone;npm,8,"E. Wyss (University of Kansas, Lawrence, KS, USA); L. De Carli (Worcester Polytechnic Institute, Worcester, MA, USA); D. Davidson (University of Kansas, Lawrence, KS, USA)"
810,Where is Your App Frustrating Users?,2022,App Review;Information Extraction;Deep Learning,10,"Y. Wang (Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China); J. Wang (Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China); H. Zhang (The University of Newcastle, Callaghan, australia); X. Ming (Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China); L. Shi (Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China); Q. Wang (Laboratory for Internet Software Technologies, Institute of Software Chinese Academy of Sciences, Beijing, China)"
811,Windranger: A Directed Greybox Fuzzer driven by Deviation Basic Blocks,2022,Fuzz Testing;Directed Testing,3,"Z. Du (state key laboratory for novel software technology, nanjing university, China); Y. Li (school of computer science and engineering, nanyang technological university, singapore); Y. Liu (school of computer science and engineering, nanyang technological university, singapore); B. Mao (state key laboratory for novel software technology, nanjing university, China)"
812,Future Software for Life in Trusted Futures,2023,Software Engineering and Society,0,"S. Pink (Monash University, australia)"
813,The Road Toward Dependable AI Based Systems,2023,Software Testing;Deep Learning;Reliability and Dependability,0,"P. Tonella (Software Institute, Universita della Svizzera italiana (USAI), Lugano, Switzerland)"
814,Software Engineering as the Linchpin of Responsible AI,2023,Responsible AI;Ethical AI;Trustworthy AI;AI Engineering;SE4AI,0,"L. Zhu (CSIRO's Data61, Sydney, australia)"
815,One Adapter for All Programming Languages? Adapter Tuning for Code Search and Summarization,2023,transfer learning;adapter;multilingual task,2,"D. Wang (National University of Defense Technology, Changsha, China); B. Chen (National University of Defense Technology, Changsha, China); S. Li (National University of Defense Technology, Changsha, China); W. Luo (National University of Defense Technology, Changsha, China); S. Peng (Hunan University, Changsha, China); W. Dong (National University of Defense Technology, Changsha, China); X. Liao (National University of Defense Technology, Changsha, China)"
816,CCRep: Learning Code Change Representations via Pre-Trained Code Model and Query Back,2023,code change;representation learning;commit message generation;patch correctness assessment;just-in-time defect prediction,3,"Z. Liu (Zhejiang University, Hangzhou, China); Z. Tang (Zhejiang University, Hangzhou, China); X. Xia (Zhejiang University, Hangzhou, China); X. Yang (Zhejiang University, Hangzhou, China)"
817,Keeping Pace with Ever-Increasing Data: Towards Continual Learning of Code Intelligence Models,2023,deep learning; vulnerability detection,5,"S. Gao (School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen, China); H. Zhang (School of Big Data and Software Engineering, Chongqing University, China); C. Gao (School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen, China); C. Wang (School of Computer Science and Technology, Harbin Institute of Technology, Shenzhen, China)"
818,Detecting JVM JIT Compiler Bugs via Exploring Two-Dimensional Input Spaces,2023,JVM;JIT Compiler;JVM Testing,1,"H. Jia (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); M. Wen (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); Z. Xie (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); X. Guo (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); R. Wu (School of Informatics, Xiamen University, China); M. Sun (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); K. Chen (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); H. Jin (School of Computer Science and Technology, Huazhong University of Science and Technology, China)"
819,JITfuzz: Coverage-guided Fuzzing for JVM Just-in-Time Compilers,2023,Java; Schedules; Image edge detection; Computer bugs; Fuzzing; Benchmark testing; Virtual machining,2,"M. Wu (Southern University of Science and Technology, Shenzhen, China); M. Lu (Southern University of Science and Technology, Shenzhen, China); H. Cui (The University of Hong Kong, Hong Kong, China); J. Chen (Tianjin University, Tianjin, China); Y. Zhang (Southern University of Science and Technology, Shenzhen, China); L. Zhang (University of Illinois Urbana-Champaign, Champaign, USA)"
820,Validating SMT Solvers via Skeleton Enumeration Empowered by Historical Bug-Triggering Inputs,2023,SMT solver;fuzzing;skeleton enumeration;association rules;bug detection,1,"M. Sun (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); Y. Yang (State Key Laboratory for Novel Software Technology, Nanjing University, China); M. Wen (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); Y. Wang (School of Cyber Science and Engineering, Huazhong University of Science and Technology, China); Y. Zhou (State Key Laboratory for Novel Software Technology, Nanjing University, China); H. Jin (School of Computer Science and Technology, Huazhong University of Science and Technology, China)"
821,Regression Fuzzing for Deep Learning Systems,2023,Regression;Fuzzing;Deep Learning,2,"H. You (College of Intelligence and Computing Tianjin University, Tianjin, China); Z. Wang (College of Intelligence and Computing Tianjin University, Tianjin, China); J. Chen (College of Intelligence and Computing Tianjin University, Tianjin, China); S. Liu (College of Intelligence and Computing Tianjin University, Tianjin, China); S. Li (College of Intelligence and Computing Tianjin University, Tianjin, China)"
822,Operand-Variation-Oriented Differential Analysis for Fuzzing Binding Calls in PDF Readers,2023,binding call;PDF reader;type reasoning;fuzzing,0,"S. Guo (School of Information, Renmin University of China, Beijing, China); X. Wan (School of Information, Renmin University of China, Beijing, China); W. You (School of Information, Renmin University of China, Beijing, China); B. Liang (School of Information, Renmin University of China, Beijing, China); W. Shi (School of Information, Renmin University of China, Beijing, China); Y. Zhang (School of Information, Renmin University of China, Beijing, China); J. Huang (School of Information, Renmin University of China, Beijing, China); J. Zhang (State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China)"
823,The untold story of code refactoring customizations in practice,2023,Refactoring;Custom Refactoring;Refactoring Tooling Support,0,"D. Oliveira (Informatics Department, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil); W. K. G. Assuncao (Informatics Department, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil); A. Garcia (Informatics Department, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil); A. C. Bibiano (Informatics Department, Pontifical Catholic University of Rio de Janeiro (PUC-Rio), Rio de Janeiro, Brazil); M. Ribeiro (Computing Institute - Federal University of Alagoas (UFAL), Maceio, Brazil); R. Gheyi (Department of Computing and Systems, Federal University of Campina Grande (UFCG), Campina Grande, Brazil); B. Fonseca (Computing Institute - Federal University of Alagoas (UFAL), Maceio, Brazil)"
824,Data Quality for Software Vulnerability Datasets,2023,software vulnerability;data quality;machine learning,3,"R. Croft (School of Computer Science, CREST, University of Adelaide, australia); M. A. Babar (School of Computer Science, CREST, University of Adelaide, australia); M. M. Kholoosi (School of Computer Science, CREST, University of Adelaide, australia)"
825,Do code refactorings influence the merge effort?,2023,Software Merge;Merge Effort;Refactoring;Association Rules;Data Mining,2,"A. Oliveira (Instituto de Computacao (IC), Universidade Federal Fluminense (UFF), Niteroi, Brazil); V. Neves (Instituto de Computacao (IC), Universidade Federal Fluminense (UFF), Niteroi, Brazil); A. Plastino (Instituto de Computacao (IC), Universidade Federal Fluminense (UFF), Niteroi, Brazil); A. C. Bibiano (Informatics Department, PUC-Rio, Rio de Janeiro, Brazil); A. Garcia (Informatics Department, PUC-Rio, Rio de Janeiro, Brazil); L. Murta (Instituto de Computacao (IC), Universidade Federal Fluminense (UFF), Niteroi, Brazil)"
826,A Comprehensive Study of Real-World Bugs in Machine Learning Model Optimization,2023,Machine Learning;Model Optimization;Bugs,3,"H. Guan (The University of Queensland, Brisbane, australia); Y. Xiao (Southern University of Science and Technology, Shenzhen, China); J. Li (Microsoft Software Technology Center Asia, Beijing, China); Y. Liu (Southern University of Science and Technology, Shenzhen, China); G. Bai (The University of Queensland, Brisbane, australia)"
827,Evaluating the Impact of Experimental Assumptions in Automated Fault Localization,2023,fault localization;program repair;user study,0,"E. Soremekun (Royal Holloway, University of London, UK); L. Kirschner (Saarland University, Germany); M. Bohme (MPI-SP, Germany); M. Papadakis (SnT, Luxembourg)"
828,Locating Framework-specific Crashing Faults with Compact and Explainable Candidate Set,2023,Fault Localization;Framework-specific Exception;Crash Stack Trace;Android Application,0,"J. Yan (Technology Center of Software Engineering, Institute of Software, Chinese Academy of Sciences, Beijing, China); M. Wang (Technology Center of Software Engineering, Institute of Software, Chinese Academy of Sciences, Beijing, China); Y. Liu (Department of Computer Science and Engineering, Southern University of Science and Technology, Shenzhen, China); J. Yan (University of Chinese Academy of Sciences, Beijing, China); L. Zhang (State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China)"
829,PExReport: Automatic Creation of Pruned Executable Cross-Project Failure Reports,2023,cross-project failure;executable failure report;failure reproduction;build tool;build environment;debloating,1,"S. Huang (Department of Computer Science, University of Texas at San Antonio, San Antonio, USA); X. Wang (Department of Computer Science, University of Texas at San Antonio, San Antonio, USA)"
830,RAT: A Refactoring-Aware Traceability Model for Bug Localization,2023,bug localization;bug report similarity;code refactoring;traceability;commit history;information retrieval,2,"F. Niu (state key laboratory for novel software technology, nanjing university, China); W. K. G. Assuncao (Institute for Software Systems Engineering, Johannes Kepler University, Linz, AUSAtria); L. Huang (Department of Computer Science and Engineering, Southern Methodist University, Dallas, Texas, USA); C. Mayr-Dorn (Institute for Software Systems Engineering, Johannes Kepler University, Linz, AUSAtria); J. Ge (state key laboratory for novel software technology, nanjing university, China); B. Luo (state key laboratory for novel software technology, nanjing university, China); A. Egyed (Institute for Software Systems Engineering, Johannes Kepler University, Linz, AUSAtria)"
831,How Do We Read Formal Claims? Eye-Tracking and the Cognition of Proofs about Algorithms,2023,formalism comprehension;student cognition;eye-tracking;facial behavior analysis;human study,0,"H. Ahmad (University of Michigan, Ann Arbor); Z. Karas (University of Michigan, Ann Arbor); K. Diaz (University of Michigan, Ann Arbor); A. Kamil (University of Michigan, Ann Arbor); J. -B. Jeannin (University of Michigan, Ann Arbor); W. Weimer (University of Michigan, Ann Arbor)"
832,Which of My Assumptions are Unnecessary for Realizability and Why Should I Care?,2023,Reactive synthesis;Formal specifications,0,"R. Shalom (Tel Aviv University, Tel Aviv, Israel); S. Maoz (Tel Aviv University, Tel Aviv, Israel)"
833,UPCY: Safely Updating Outdated Dependencies,2023,Semantic versioning;Library updates;Package management;Dependency management;Software maintenance,0,"A. Dann (CodeShield GmbH, Paderborn, Germany); B. Hermann (Technical University Dortmund, Dortmund, Germany); E. Bodden (Heinz Nixdorf Institute & Fraunhofer IEM, Paderborn, Germany)"
834,APICAD: Augmenting API Misuse Detection through Specifications from Code and Documents,2023,Codes; Text analysis; Linux; Computer bugs; Semantics; Prototypes; Benchmark testing,0,"X. Wang (Key Laboratory of Aerospace Information Security and TrUSAted Computing, Ministry of Education, School of Cyber Science and Engineering, Wuhan University, Wuhan, China); L. Zhao (Key Laboratory of Aerospace Information Security and TrUSAted Computing, Ministry of Education, School of Cyber Science and Engineering, Wuhan University, Wuhan, China)"
835,Compatibility Issue Detection for Android Apps Based on Path-Sensitive Semantic Analysis,2023,Compatibility detection;Android app;Path-sensitive analysis;Semantic analysis,2,"S. Yang (Command and Control Engineering College, Army Engineering, University of PLA, China); S. Chen (College of Intelligence and Computing, Tianjin University, China); L. Fan (College of Cyber Science, Nankai University, China); S. Xu (College of Cyber Science, Nankai University, China); Z. Hui (Academy of Military Science, China); S. Huang (Command and Control Engineering College, Army Engineering, University of PLA, China)"
836,OSSFP: Precise and Scalable C/C++ Third-Party Library Detection using Fingerprinting Functions,2023,Codes; Databases; Computer bugs; Fingerprint recognition; Libraries; Security; Indexes,3,"J. Wu (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore); Z. Xu (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore); W. Tang (School of Software, Tsinghua University, China); L. Zhang (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore); Y. Wu (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore); C. Liu (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore); K. Sun (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore); L. Zhao (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore); Y. Liu (School of Computer Science and Engineering, school of computer science and engineering, nanyang technological university, singapore)"
837,Smartmark: Software Watermarking Scheme for Smart Contracts,2023,Smart contract;Software watermarking;Blockchain;Software copyrights,0,"T. Kim (Department of Computer Science and Engineering, Sungkyunkwan University, Suwon, South Korea); Y. Jang (Department of Electrical and Computer Engineering, Sungkyunkwan University, Suwon, South Korea); C. Lee (Department of Computer Science and Engineering, Sungkyunkwan University, Suwon, South Korea); H. Koo (Department of Computer Science and Engineering, Sungkyunkwan University, Suwon, South Korea); H. Kim (Department of Electrical and Computer Engineering, Sungkyunkwan University, Suwon, South Korea)"
838,Turn the Rudder: A Beacon of Reentrancy Detection for Smart Contracts on Ethereum,2023,Smart contract;Reentrancy;Empirical study,1,"Z. Zheng (Sun Yat-sen University, China); N. Zhang (Sun Yat-sen University, China); J. Su (Sun Yat-sen University, China); Z. Zhong (Sun Yat-sen University, China); M. Ye (Sun Yat-sen University, China); J. Chen (Sun Yat-sen University, China)"
